id,reviewable_object,date_created,status,title,content,rate,valorization,likes,dislikes,reviewer_id,buying_date,relevance,forbidden_words,attributes,media,reactions,attributes_variation,secondary_key,routing_key,order_id,catalog_listing,condition,document_version,item_status,bucket
748983808,"{'id': 'MLB3901464226', 'type': 'product'}",2023-10-26T15:08:53Z,published,Excelente,Fiquei com medo de comprar. Ótimo produto material de qualidade não precisa de montador simples montagem valeu muito apena.,5,404,417,13,0,2023-10-12T21:44:38Z,19,0,,"[{'id': '847290-MLA72508419471_102023', 'status': 'published', 'type': 'photo', 'alt': '1698336559013.jpg', 'variations': [{'size': '900x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_847290-MLA72508419471_102023-F.jpg'}, {'size': '375x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_847290-MLA72508419471_102023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-P.jpg'}, {'size': '171x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_847290-MLA72508419471_102023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_847290-MLA72508419471_102023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000006660841444,True,new,2.4-up-migrated,active,1
744533370,"{'id': 'MLB3901464226', 'type': 'product'}",2023-10-24T18:07:59Z,published,Excelente,Eu achei maravilhoso meu sofá 😍.,5,196,210,14,0,2023-10-13T18:33:42Z,5,0,,"[{'id': '857557-MLA72458113037_102023', 'status': 'published', 'type': 'photo', 'alt': 'IMG-20231019-WA0089.jpg', 'variations': [{'size': '1040x780', 'url': 'https://http2.mlstatic.com/D_NQ_NP_857557-MLA72458113037_102023-F.jpg'}, {'size': '500x375', 'url': 'https://http2.mlstatic.com/D_NQ_NP_857557-MLA72458113037_102023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-P.jpg'}, {'size': '228x171', 'url': 'https://http2.mlstatic.com/D_NQ_NP_857557-MLA72458113037_102023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_857557-MLA72458113037_102023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000006666132718,True,new,2.4-up-migrated,active,1
685385339,"{'id': 'MLB3901464226', 'type': 'product'}",2023-09-26T03:27:10Z,published,Muito bom,"Pelo valor, é realmente excelente! é muito confortável e bonito, além de fácil de limpar. Com certeza têm sofás melhores no mercado, com acabamentos mais sofisticados e robustos, mas como falei, pelo valor eu estou muuuuuito satisfeita com a compra!.",4,122,125,3,0,2023-09-18T17:55:05Z,40,0,,[],,,MLB26019798,MLB26019762,2000006490256886,True,new,2.4-up-migrated,active,1
893944257,"{'id': 'MLB3901464226', 'type': 'product'}",2023-12-28T01:57:54Z,published,Excelente,,5,98,100,2,0,2023-12-17T20:50:16Z,0,0,,"[{'id': '765013-MLA73578927480_122023', 'status': 'published', 'type': 'photo', 'alt': '1000341334.jpg', 'variations': [{'size': '904x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_765013-MLA73578927480_122023-F.jpg'}, {'size': '377x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_765013-MLA73578927480_122023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-P.jpg'}, {'size': '172x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_765013-MLA73578927480_122023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_765013-MLA73578927480_122023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000007178320884,True,new,2.4-up-migrated,active,1
1259745831,"{'id': 'MLB3901464226', 'type': 'product'}",2024-06-15T00:52:09Z,published,Excelente,Muito top poderia te comprado de 3 metro kkk adorei cabem com folga duas pessoas de lado de 1. 65 e três de frente ele tem 2 metros.,5,83,83,0,0,2024-05-31T19:18:52Z,28,0,,"[{'id': '761602-MLA76816910594_062024', 'status': 'published', 'type': 'photo', 'alt': 'melifile8069232924618832567.jpg', 'variations': [{'size': '675x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_761602-MLA76816910594_062024-F.jpg'}, {'size': '282x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_761602-MLA76816910594_062024-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-P.jpg'}, {'size': '129x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_761602-MLA76816910594_062024-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_761602-MLA76816910594_062024-B.jpg'}]}, {'id': '831851-MLA77023796787_062024', 'status': 'published', 'type': 'photo', 'alt': 'melifile6954904104133752324.jpg', 'variations': [{'size': '900x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_831851-MLA77023796787_062024-F.jpg'}, {'size': '375x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_831851-MLA77023796787_062024-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-P.jpg'}, {'size': '171x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_831851-MLA77023796787_062024-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_831851-MLA77023796787_062024-B.jpg'}]}, {'id': '965423-MLA76816754694_062024', 'status': 'published', 'type': 'photo', 'alt': 'melifile8396818146862541584.jpg', 'variations': [{'size': '900x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_965423-MLA76816754694_062024-F.jpg'}, {'size': '375x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_965423-MLA76816754694_062024-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-P.jpg'}, {'size': '171x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_965423-MLA76816754694_062024-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_965423-MLA76816754694_062024-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000008408903098,True,new,2.4-up-migrated,active,1
667141870,"{'id': 'MLB3901464226', 'type': 'product'}",2023-09-16T14:15:17Z,published,Muito bom,Está faltando os parafusos dos péis ! espero que me enviem os mesmo!.,4,78,85,7,0,2023-09-03T16:21:33Z,12,0,,"[{'id': '656585-MLA71735140100_092023', 'status': 'published', 'type': 'photo', 'alt': '1000086333.jpg', 'variations': [{'size': '900x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_656585-MLA71735140100_092023-F.jpg'}, {'size': '375x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_656585-MLA71735140100_092023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-P.jpg'}, {'size': '171x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_656585-MLA71735140100_092023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_656585-MLA71735140100_092023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000006389188864,True,new,2.4-up-migrated,active,1
978612950,"{'id': 'MLB3901464226', 'type': 'product'}",2024-02-02T17:54:02Z,published,Excelente,"Adorei o sofá, tem conforto, é de molas e tem um design bonito, comporta até 3 pessoas !!.",5,72,75,3,0,2024-01-05T23:57:11Z,17,0,,"[{'id': '892465-MLA74253357382_022024', 'status': 'published', 'type': 'photo', 'alt': 'melifile113141116685857867.jpg', 'variations': [{'size': '900x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_892465-MLA74253357382_022024-F.jpg'}, {'size': '375x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_892465-MLA74253357382_022024-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-P.jpg'}, {'size': '171x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_892465-MLA74253357382_022024-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_892465-MLA74253357382_022024-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000007315436194,True,new,2.4-up-migrated,active,1
733642563,"{'id': 'MLB3901464226', 'type': 'product'}",2023-10-19T20:25:38Z,published,Excelente,"Gente maravilhoso ,só não e muito grande mais e excelente.",5,69,72,3,0,2023-10-05T13:37:56Z,10,0,,"[{'id': '867040-MLA72365477727_102023', 'status': 'published', 'type': 'photo', 'alt': '1697747161874.jpg', 'variations': [{'size': '675x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_867040-MLA72365477727_102023-F.jpg'}, {'size': '282x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_867040-MLA72365477727_102023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-P.jpg'}, {'size': '129x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_867040-MLA72365477727_102023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_867040-MLA72365477727_102023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000006605973484,True,new,2.4-up-migrated,active,1
845391297,"{'id': 'MLB3901464226', 'type': 'product'}",2023-12-08T11:59:40Z,published,Excelente,Podem comprar!.,5,38,40,2,0,2023-12-01T00:21:52Z,2,0,,"[{'id': '864954-MLA73238466846_122023', 'status': 'published', 'type': 'photo', 'alt': 'IMG-20231206-WA0041.jpeg', 'variations': [{'size': '675x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_864954-MLA73238466846_122023-F.jpg'}, {'size': '282x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_864954-MLA73238466846_122023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-P.jpg'}, {'size': '129x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_864954-MLA73238466846_122023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_864954-MLA73238466846_122023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000007027363336,True,new,2.4-up-migrated,active,1
811006979,"{'id': 'MLB3901464226', 'type': 'product'}",2023-11-24T12:08:49Z,published,Excelente,,5,38,38,0,0,2023-11-15T15:24:25Z,0,0,,"[{'id': '993924-MLA72978024564_112023', 'status': 'published', 'type': 'photo', 'alt': '02535DC9-76EB-4E8F-86AA-DA9626E8D2A5.jpeg', 'variations': [{'size': '675x1200', 'url': 'https://http2.mlstatic.com/D_NQ_NP_993924-MLA72978024564_112023-F.jpg'}, {'size': '282x501', 'url': 'https://http2.mlstatic.com/D_NQ_NP_993924-MLA72978024564_112023-O.jpg'}, {'size': '400x400', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-C.jpg'}, {'size': '320x320', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-V.jpg'}, {'size': '280x280', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-E.jpg'}, {'size': '250x250', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-P.jpg'}, {'size': '129x228', 'url': 'https://http2.mlstatic.com/D_NQ_NP_993924-MLA72978024564_112023-A.jpg'}, {'size': '210x210', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-Y.jpg'}, {'size': '200x200', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-N.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-T.jpg'}, {'size': '160x160', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-Z.jpg'}, {'size': '120x120', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-G.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-I.jpg'}, {'size': '90x90', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-S.jpg'}, {'size': '70x70', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-R.jpg'}, {'size': '40x40', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-M.jpg'}, {'size': '800x800', 'url': 'https://http2.mlstatic.com/D_Q_NP_993924-MLA72978024564_112023-B.jpg'}]}]",,,MLB26019798,MLB26019762,2000006898267672,True,new,2.4-up-migrated,active,1
